"Grupo";"Norma";"Título";"Publicación";"Organismo";"idNorma";"idParte";"Url"
"Laborales y/o Económicas";"Resolución 899 EXENTA";"MODIFICA RESOLUCIÓN Nº 625 EXENTA  DE 2020  DE LA SUBSECRETARÍA DEL TRABAJO  QUE CALIFICA LA SITUACIÓN DE EMERGENCIA LABORAL QUE INDICA Y ACTIVA IMPLEMENTACIÓN DE LÍNEA EMERGENCIA LABORAL COVID-19 DEL PROGRAMA DE FORMACIÓN EN EL PUESTO DE TRABAJO  CONFORME A LO DISPUESTO EN EL DECRETO Nº 28  DE 2011  DEL MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL EN EL SENTIDO QUE INDICA";"31-DIC-2021";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DEL TRABAJO";"1170710";"0";"https://www.leychile.cl/Navegar?idNorma=1170710&idParte=0"
"Laborales y/o Económicas";"Resolución 463 EXENTA";"SE DISPONE LA QUINTA EMISIÓN DE OTORGAMIENTO DEL BENEFICIO EXCEPCIONAL DEL BONO CRIANZA PROTEGIDA DEL ARTÍCULO CUARTO INCISO SÉPTIMO Y SIGUIENTES DE LA LEY N° 21.247  A LAS PERSONAS QUE SE INDIVIDUALIZAN Y POR LOS MONTOS QUE EN CADA CASO SE INDICA";"13-DIC-2021";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DE PREVISIÓN SOCIAL,  INSTITUTO DE PREVISIÓN SOCIAL";"1169604";"0";"https://www.leychile.cl/Navegar?idNorma=1169604&idParte=0"
"Laborales y/o Económicas";"Resolución 436 EXENTA";"DISPONE LA CUARTA EMISIÓN DE OTORGAMIENTO DEL BENEFICIO EXCEPCIONAL DEL BONO CRIANZA PROTEGIDA DEL ARTÍCULO CUARTO INCISO SÉPTIMO Y SIGUIENTES DE LA LEY Nº 21.247  A LAS PERSONAS QUE SE INDIVIDUALIZA Y POR LOS MONTOS QUE EN CADA CASO SE INDICA";"11-NOV-2021";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DE PREVISIÓN SOCIAL,  INSTITUTO DE PREVISIÓN SOCIAL";"1168117";"0";"https://www.leychile.cl/Navegar?idNorma=1168117&idParte=0"
"Laborales y/o Económicas";"Resolución 678 EXENTA";"MODIFICA RESOLUCIÓN Nº 625 EXENTA  DE 2020  DE LA SUBSECRETARÍA DEL TRABAJO  QUE CALIFICA LA SITUACIÓN DE EMERGENCIA LABORAL QUE INDICA Y ACTIVA IMPLEMENTACIÓN DE LÍNEA EMERGENCIA LABORAL COVID-19 DEL PROGRAMA DE FORMACIÓN EN EL PUESTO DE TRABAJO  CONFORME A LO DISPUESTO EN EL DECRETO Nº 28  DE 2011  DEL MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL EN EL SENTIDO QUE INDICA";"14-OCT-2021";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DEL TRABAJO";"1166396";"0";"https://www.leychile.cl/Navegar?idNorma=1166396&idParte=0"
"Laborales y/o Económicas";"Resolución 110 EXENTA";"EXTRACTO";"24-SEP-2021";"MINISTERIO DE HACIENDA,  SERVICIO DE IMPUESTOS INTERNOS,  DIRECCIÓN NACIONAL";"1165528";"0";"https://www.leychile.cl/Navegar?idNorma=1165528&idParte=0"
"Laborales y/o Económicas";"Resolución 109 EXENTA";"EXTRACTO";"22-SEP-2021";"MINISTERIO DE HACIENDA,  SERVICIO DE IMPUESTOS INTERNOS,  DIRECCIÓN NACIONAL";"1165465";"0";"https://www.leychile.cl/Navegar?idNorma=1165465&idParte=0"
"Laborales y/o Económicas";"Resolución 612 EXENTA";"MODIFICA RESOLUCIÓN Nº 625 EXENTA  DE 2020  DE LA SUBSECRETARÍA DEL TRABAJO  QUE CALIFICA LA SITUACIÓN DE EMERGENCIA LABORAL QUE INDICA Y ACTIVA IMPLEMENTACIÓN DE LÍNEA EMERGENCIA LABORAL COVID-19 DEL PROGRAMA DE FORMACIÓN EN EL PUESTO DE TRABAJO  CONFORME A LO DISPUESTO EN EL DECRETO Nº 28  DE 2011  DEL MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL  EN EL SENTIDO QUE INDICA";"09-SEP-2021";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DEL TRABAJO";"1164745";"0";"https://www.leychile.cl/Navegar?idNorma=1164745&idParte=0"
"Laborales y/o Económicas";"Resolución 285 EXENTA";"SE DISPONE EL OTORGAMIENTO DEL BENEFICIO EXCEPCIONAL DEL BONO CRIANZA PROTEGIDA DEL ARTÍCULO CUARTO INCISO SÉPTIMO Y SIGUIENTES DE LA LEY Nº 21.247  A LAS PERSONAS QUE SE INDIVIDUALIZA Y POR LOS MONTOS QUE EN CADA CASO SE INDICA";"11-AGO-2021";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DE PREVISIÓN SOCIAL,  INSTITUTO DE PREVISIÓN SOCIAL";"1163511";"0";"https://www.leychile.cl/Navegar?idNorma=1163511&idParte=0"
"Laborales y/o Económicas";"Resolución 1689 EXENTA";"AUTORIZA SEGUNDA PRÓRROGA  POR ÚNICA VEZ  DE CRÉDITOS QUE INDICA";"19-JUL-2021";"MINISTERIO DE DEFENSA NACIONAL,  SUBSECRETARÍA PARA LAS FUERZAS ARMADAS,  CAJA DE PREVISIÓN DE LA DEFENSA NACIONAL";"1162747";"0";"https://www.leychile.cl/Navegar?idNorma=1162747&idParte=0"
"Laborales y/o Económicas";"Resolución 68 EXENTA";"BONO ALIVIO A MYPES  LEY N° 21.354";"06-JUL-2021";"MINISTERIO DE HACIENDA,  SERVICIO DE IMPUESTOS INTERNOS,  DIRECCIÓN NACIONAL";"1162264";"0";"https://www.leychile.cl/Navegar?idNorma=1162264&idParte=0"
"Laborales y/o Económicas";"Resolución 69 EXENTA";"DEVOLUCIÓN DE REMANENTES DE IVA  LEY N° 21.353";"06-JUL-2021";"MINISTERIO DE HACIENDA,  SERVICIO DE IMPUESTOS INTERNOS,  DIRECCIÓN NACIONAL";"1162265";"0";"https://www.leychile.cl/Navegar?idNorma=1162265&idParte=0"
"Laborales y/o Económicas";"Resolución 62 EXENTA";"INFORMACIÓN A ENTREGAR POR MUNICIPALIDADES CONFORME A LA LEY Nº 21.354";"26-JUN-2021";"MINISTERIO DE HACIENDA,  SERVICIO DE IMPUESTOS INTERNOS,  DIRECCIÓN NACIONAL";"1162025";"0";"https://www.leychile.cl/Navegar?idNorma=1162025&idParte=0"
"Laborales y/o Económicas";"Resolución 50";"EJECUTA ACUERDO Nº 29.131  DEL COMITÉ EJECUTIVO DE CRÉDITOS DE CORFO  ADOPTADO EN SESIÓN Nº 5  EFECTUADA EL 19 DE MAYO DE 2021  EN EL MARCO DEL PROGRAMA DE "CRÉDITO PARA INTERMEDIARIOS FINANCIEROS NO BANCARIOS (IFNB) - CRÉDITO CORFO MIPYME" Y MODIFICA RESOLUCIÓN QUE INDICA";"26-JUN-2021";"MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO,  CORPORACIÓN DE FOMENTO DE LA PRODUCCIÓN";"1162029";"0";"https://www.leychile.cl/Navegar?idNorma=1162029&idParte=0"
"Laborales y/o Económicas";"Resolución 429 EXENTA";"MODIFICA RESOLUCIÓN Nº 625 EXENTA  DE 2020  DE LA SUBSECRETARÍA DEL TRABAJO  QUE CALIFICA LA SITUACIÓN DE EMERGENCIA LABORAL QUE INDICA Y ACTIVA IMPLEMENTACIÓN DE LÍNEA EMERGENCIA LABORAL COVID-19 DEL PROGRAMA DE FORMACIÓN EN EL PUESTO DE TRABAJO  CONFORME A LO DISPUESTO EN EL DECRETO Nº 28  DE 2011  DEL MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL  EN EL SENTIDO QUE INDICA";"24-JUN-2021";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DEL TRABAJO";"1161933";"0";"https://www.leychile.cl/Navegar?idNorma=1161933&idParte=0"
"Laborales y/o Económicas";"Resolución 380 EXENTA";"MODIFICA RESOLUCIÓN Nº 625 EXENTA  DE 2020  DE LA SUBSECRETARÍA DEL TRABAJO  QUE CALIFICA LA SITUACIÓN DE EMERGENCIA LABORAL QUE INDICA Y ACTIVA IMPLEMENTACIÓN DE LÍNEA EMERGENCIA LABORAL COVID-19 DEL PROGRAMA DE FORMACIÓN EN EL PUESTO DE TRABAJO  CONFORME A LO DISPUESTO EN EL DECRETO Nº 28  DE 2011  DEL MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL EN EL SENTIDO QUE INDICA";"03-JUN-2021";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DEL TRABAJO";"1160640";"0";"https://www.leychile.cl/Navegar?idNorma=1160640&idParte=0"
"Laborales y/o Económicas";"Resolución 153 EXENTA";"FIJA ORDEN PARA DETERMINAR EL BENEFICIARIO DEL INCREMENTO FAMILIAR DE BONO CLASE MEDIA  SEGÚN LO DISPUESTO EN EL ARTÍCULO 7º DE LA LEY Nº 21.323  QUE ESTABLECE UN NUEVO BONO CLASE MEDIA Y UN PRÉSTAMO SOLIDARIO PARA LA PROTECCIÓN DE LOS INGRESOS DE LA CLASE MEDIA";"13-MAY-2021";"MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA,  SUBSECRETARÍA DE EVALUACIÓN SOCIAL";"1159467";"0";"https://www.leychile.cl/Navegar?idNorma=1159467&idParte=0"
"Laborales y/o Económicas";"Resolución 47";"HABILITA PLATAFORMA Y REGULA EL PROCEDIMIENTO DE SOLICITUD DEL PRÉSTAMO SOLIDARIO";"12-MAY-2021";"MINISTERIO DE HACIENDA,  SERVICIO DE IMPUESTOS INTERNOS,  DIRECCIÓN NACIONAL";"1159427";"0";"https://www.leychile.cl/Navegar?idNorma=1159427&idParte=0"
"Laborales y/o Económicas";"Resolución 48";"OBLIGACIÓN DE INFORMAR DEL MINISTERIO DE DESARROLLO SOCIAL";"12-MAY-2021";"MINISTERIO DE HACIENDA,  SERVICIO DE IMPUESTOS INTERNOS,  DIRECCIÓN NACIONAL";"1159428";"0";"https://www.leychile.cl/Navegar?idNorma=1159428&idParte=0"
"Laborales y/o Económicas";"Resolución 236 EXENTA";"Sin Título";"01-ABR-2021";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DEL TRABAJO";"1157653";"0";"https://www.leychile.cl/Navegar?idNorma=1157653&idParte=0"
"Laborales y/o Económicas";"Resolución 489 EXENTA";"ACTUALIZA TABLAS DE VALORES SUPERIORES E INFERIORES DEL ARTÍCULO 25 DE LA LEY Nº 19.728 Y DEL ARTÍCULO 4º DE LA LEY Nº 21.263";"08-MAR-2021";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DE PREVISIÓN SOCIAL,  SUPERINTENDENCIA DE PENSIONES";"1156707";"0";"https://www.leychile.cl/Navegar?idNorma=1156707&idParte=0"
"Laborales y/o Económicas";"Resolución 128 EXENTA";"MODIFICA RESOLUCIÓN Nº 625 EXENTA  DE 2020  DE LA SUBSECRETARÍA DEL TRABAJO  QUE CALIFICA SITUACIÓN DE EMERGENCIA LABORAL QUE INDICA  Y ACTIVA IMPLEMENTACIÓN DE LA LÍNEA EMERGENCIA LABORAL COVID-19 DEL PROGRAMA DE FORMACIÓN EN EL PUESTO DE TRABAJO  CONFORME A LO DISPUESTO EN EL DECRETO Nº 28  DE 2011  DEL MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL  EN EL SENTIDO QUE INDICA";"15-FEB-2021";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DEL TRABAJO";"1155908";"0";"https://www.leychile.cl/Navegar?idNorma=1155908&idParte=0"
"Laborales y/o Económicas";"Resolución 30 EXENTA";"REGULA LO QUE INDICA EN EL MARCO DE LA PARTIDA 50  CAPÍTULO 01  PROGRAMA 03 "OPERACIONES COMPLEMENTARIAS"  SUBTÍTULO 30  ÍTEM 10 "FONDO EMERGENCIA TRANSITORIO"  GLOSA 26  DE LA LEY N° 21.289 DE PRESUPUESTOS DEL SECTOR PÚBLICO PARA EL AÑO 2021  A LOS HOGARES QUE INDICA";"20-ENE-2021";"MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA,  SUBSECRETARÍA DE SERVICIOS SOCIALES";"1154830";"0";"https://www.leychile.cl/Navegar?idNorma=1154830&idParte=0"
"Laborales y/o Económicas";"Resolución 11345 EXENTA";"APRUEBA PLAN DE CONTINGENCIA COVID-19 PARA COMPLEJOS FRONTERIZOS";"18-ENE-2021";"MINISTERIO DEL INTERIOR Y SEGURIDAD PÚBLICA,  SUBSECRETARÍA DEL INTERIOR";"1154754";"0";"https://www.leychile.cl/Navegar?idNorma=1154754&idParte=0"
"Laborales y/o Económicas";"Resolución 21 EXENTA";"MODIFICA RESOLUCIÓN N° 625 EXENTA  DE 2020  DE LA SUBSECRETARÍA DEL TRABAJO  QUE CALIFICA SITUACIÓN DE EMERGENCIA LABORAL QUE INDICA  Y ACTIVA IMPLEMENTACIÓN DE LA LÍNEA EMERGENCIA LABORAL COVID-19 DEL PROGRAMA DE FORMACIÓN EN EL PUESTO DE TRABAJO  CONFORME A LO DISPUESTO EN EL DECRETO N° 28  DE 2011  DEL MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL  EN EL SENTIDO QUE INDICA";"15-ENE-2021";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DEL TRABAJO";"1154612";"0";"https://www.leychile.cl/Navegar?idNorma=1154612&idParte=0"
"Laborales y/o Económicas";"Resolución 763 EXENTA";"MODIFICA RESOLUCIÓN Nº 625 EXENTA  DE 2020  DE LA SUBSECRETARÍA DEL TRABAJO  QUE CALIFICA LA SITUACIÓN DE EMERGENCIA LABORAL QUE INDICA Y ACTIVA IMPLEMENTACIÓN DE LÍNEA EMERGENCIA LABORAL COVID-19 DEL PROGRAMA DE FORMACIÓN EN EL PUESTO DE TRABAJO  CONFORME A LO DISPUESTO EN EL DECRETO Nº 28  DE 2011  DEL MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL EN EL SENTIDO QUE INDICA";"26-NOV-2020";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DEL TRABAJO";"1152117";"0";"https://www.leychile.cl/Navegar?idNorma=1152117&idParte=0"
"Laborales y/o Económicas";"Resolución 2598 EXENTA";"DICTA NORMAS SOBRE CONDONACIÓN DE RECARGOS LEGALES DE DEUDAS DE IMPUESTOS Y DE CONTRIBUCIONES  CONFORME A LO PREVISTO EN LOS NUMERALES Nº 9 Y 10 DEL DECRETO SUPREMO 420  DE 2020  DEL MINISTERIO DE HACIENDA";"15-OCT-2020";"MINISTERIO DE HACIENDA,  TESORERÍA GENERAL DE LA REPÚBLICA";"1150573";"0";"https://www.leychile.cl/Navegar?idNorma=1150573&idParte=0"
"Laborales y/o Económicas";"Resolución 121 EXENTA";"EXTRACTO";"06-OCT-2020";"MINISTERIO DE HACIENDA,  SERVICIO DE IMPUESTOS INTERNOS,  DIRECCIÓN NACIONAL";"1150359";"0";"https://www.leychile.cl/Navegar?idNorma=1150359&idParte=0"
"Laborales y/o Económicas";"Resolución 250 EXENTA";"MODIFICA RESOLUCIÓN Nº 187 EXENTA  DE 2020  DE LA SUBSECRETARÍA DE EVALUACIÓN SOCIAL";"29-SEP-2020";"MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA,  SUBSECRETARÍA DE EVALUACIÓN SOCIAL";"1149850";"0";"https://www.leychile.cl/Navegar?idNorma=1149850&idParte=0"
"Laborales y/o Económicas";"Resolución 625 EXENTA";"CALIFICA SITUACIÓN DE EMERGENCIA LABORAL QUE INDICA  Y ACTIVA IMPLEMENTACIÓN DE LA LÍNEA EMERGENCIA LABORAL COVID-19 DEL PROGRAMA DE FORMACIÓN EN EL PUESTO DE TRABAJO  CONFORME A LO DISPUESTO EN EL DECRETO Nº 28  DE 2011  DEL MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL  EN LOS TÉRMINOS Y CONDICIONES QUE INDICA";"28-SEP-2020";"MINISTERIO DEL TRABAJO Y PREVISIÓN SOCIAL,  SUBSECRETARÍA DEL TRABAJO";"1149840";"0";"https://www.leychile.cl/Navegar?idNorma=1149840&idParte=0"
"Laborales y/o Económicas";"Resolución 107 EXENTA";"ESTABLECE PROCEDIMIENTO PARA SOLICITAR DEVOLUCIÓN DE REMANENTES DE IVA";"12-SEP-2020";"MINISTERIO DE HACIENDA,  SERVICIO DE IMPUESTOS INTERNOS,  DIRECCIÓN NACIONAL";"1149387";"0";"https://www.leychile.cl/Navegar?idNorma=1149387&idParte=0"
"Laborales y/o Económicas";"Resolución 577 EXENTA";"COMPLEMENTA NORMAS SOBRE CONDONACIÓN DE RECARGOS LEGALES DE DEUDAS DE CONTRIBUCIONES  CONFORME A LO PREVISTO EN EL Nº 4 DEL ARTÍCULO 1º DEL DECRETO SUPREMO Nº 1.156 DE 2020 DEL MINISTERIO DE HACIENDA";"09-SEP-2020";"MINISTERIO DE HACIENDA,  TESORERÍA GENERAL DE LA REPÚBLICA";"1149264";"0";"https://www.leychile.cl/Navegar?idNorma=1149264&idParte=0"
"Laborales y/o Económicas";"Resolución 223 EXENTA";"RECTIFICA Y MODIFICA RESOLUCIÓN Nº 138 EXENTA  DE 2020  DE LA SUBSECRETARÍA DE EVALUACIÓN SOCIAL  Y FIJA SU TEXTO REFUNDIDO";"24-AGO-2020";"MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA,  SUBSECRETARÍA DE EVALUACIÓN SOCIAL";"1148656";"0";"https://www.leychile.cl/Navegar?idNorma=1148656&idParte=0"
"Laborales y/o Económicas";"Resolución 55";"MODIFICA RESOLUCIÓN (A) Nº 36  DE 2020  DE CORFO  QUE INTRODUJO MODIFICACIONES TRANSITORIAS A LOS REGLAMENTOS DE LOS PROGRAMAS DE COBERTURA  EN EL MARCO DEL ESTADO DE EXCEPCIÓN CONSTITUCIONAL DE CATÁSTROFE POR CALAMIDAD PÚBLICA  EN EL TERRITORIO DE CHILE";"17-AGO-2020";"MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO,  CORPORACIÓN DE FOMENTO DE LA PRODUCCIÓN";"1148288";"0";"https://www.leychile.cl/Navegar?idNorma=1148288&idParte=0"
"Laborales y/o Económicas";"Resolución 204 EXENTA";"SEÑALA LAS ZONAS O TERRITORIOS AFECTADOS POR ACTO O DECLARACIÓN DE AUTORIDAD Y LAS ACTIVIDADES O ESTABLECIMIENTOS EXCEPTUADOS DE LA PARALIZACIÓN DE ACTIVIDADES  PARA EFECTOS DE ACCEDER A LAS PRESTACIONES A QUE SE REFIEREN LOS ARTÍCULOS 1 Y 2 DE LA LEY Nº 21.227";"07-AGO-2020";"MINISTERIO DE HACIENDA";"1148139";"0";"https://www.leychile.cl/Navegar?idNorma=1148139&idParte=0"
"Laborales y/o Económicas";"Resolución 68 EXENTA";"DICTA NORMAS SOBRE CONDONACIÓN DE RECARGOS LEGALES DE DEUDAS DE CONTRIBUCIONES  CONFORME A LO PREVISTO EN EL N° 10 DEL DECRETO SUPREMO 420 DE 2020 DEL MINISTERIO DE HACIENDA";"02-JUL-2020";"MINISTERIO DE HACIENDA,  TESORERÍA GENERAL DE LA REPÚBLICA";"1147165";"0";"https://www.leychile.cl/Navegar?idNorma=1147165&idParte=0"
"Laborales y/o Económicas";"Resolución 36";"MODIFICA TRANSITORIAMENTE REGLAMENTOS DE LOS PROGRAMAS DE COBERTURA QUE INDICA  EN EL MARCO DEL ESTADO DE EXCEPCIÓN CONSTITUCIONAL DE CATÁSTROFE POR CALAMIDAD PÚBLICA  EN EL TERRITORIO DE CHILE  DECRETADO EL 18 DE MARZO DE 2020";"30-JUN-2020";"MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO,  CORPORACIÓN DE FOMENTO DE LA PRODUCCIÓN";"1147031";"0";"https://www.leychile.cl/Navegar?idNorma=1147031&idParte=0"
"Laborales y/o Económicas";"Resolución 37";"EJECUTA ACUERDO Nº 29.020  DEL COMITÉ EJECUTIVO DE CRÉDITOS DE CORFO  ADOPTADO EN SESIÓN Nº 10  EFECTUADA EL 20 DE MAYO DE 2020; APRUEBA NUEVO TEXTO DEL REGLAMENTO DEL PROGRAMA "CRÉDITO PARA INTERMEDIARIOS FINANCIEROS NO BANCARIOS (IFNB) CRÉDITO CORFO MIPYME"; Y DICTA NORMAS TRANSITORIAS QUE INDICA";"30-JUN-2020";"MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO,  CORPORACIÓN DE FOMENTO DE LA PRODUCCIÓN";"1147032";"0";"https://www.leychile.cl/Navegar?idNorma=1147032&idParte=0"
"Laborales y/o Económicas";"Resolución 40";"EJECUTA ACUERDO Nº 29.019  DEL COMITÉ EJECUTIVO DE CRÉDITOS DE CORFO  ADOPTADO EN SESIÓN Nº 10  EFECTUADA EL 20 DE MAYO DE 2020  QUE MODIFICA TRANSITORIAMENTE EL ACUERDO Nº 27.993  DE 2013  QUE APRUEBA TEXTO REFUNDIDO DE LAS NORMAS OPERATIVAS DEL PROGRAMA DE LÍNEA DE CRÉDITO A FONDOS DE GARANTÍA - IGR III  EN EL MARCO DEL ESTADO DE CATÁSTROFE POR CALAMIDAD PÚBLICA  DECRETADO EL 18 DE MARZO DE 2020 EN EL TERRITORIO DE CHILE Y MODIFICA RESOLUCIÓN QUE INDICA";"30-JUN-2020";"MINISTERIO DE ECONOMÍA, FOMENTO Y TURISMO,  CORPORACIÓN DE FOMENTO DE LA PRODUCCIÓN";"1147033";"0";"https://www.leychile.cl/Navegar?idNorma=1147033&idParte=0"
"Laborales y/o Económicas";"Resolución 63 EXENTA";"INSTRUYE SOBRE CUMPLIMIENTO DE REQUISITOS  MONTO Y FORMA DE SOLICITAR EL BENEFICIO TRANSITORIO QUE INDICA";"27-JUN-2020";"MINISTERIO DE HACIENDA,  SERVICIO DE IMPUESTOS INTERNOS,  DIRECCIÓN NACIONAL";"1147020";"0";"https://www.leychile.cl/Navegar?idNorma=1147020&idParte=0"
"Laborales y/o Económicas";"Resolución 303 EXENTA";"EXCEPCIONA CUMPLIMIENTO DEL REQUISITO "CONTROL DE SALUD" PARA LA CONDICIONANTE "CONTROL NIÑO SANO"  DE LA TRANSFERENCIA MONETARIA CONDICIONADA DE LA ESPECIE  EN VIRTUD DEL ESTADO DE EXCEPCIÓN CONSTITUCIONAL DE CATÁSTROFE POR CALAMIDAD PÚBLICA  DECLARADO A CAUSA DE LA PANDEMIA POR LA COVID-19  Y APRUEBA SU PAGO";"30-MAY-2020";"MINISTERIO DE DESARROLLO SOCIAL Y FAMILIA,  SUBSECRETARÍA DE SERVICIOS SOCIALES";"1146007";"0";"https://www.leychile.cl/Navegar?idNorma=1146007&idParte=0"
"Laborales y/o Económicas";"Resolución 133 EXENTA";"SEÑALA LAS ZONAS O TERRITORIOS AFECTADOS POR ACTO O DECLARACIÓN DE AUTORIDAD Y LAS ACTIVIDADES O ESTABLECIMIENTOS EXCEPTUADOS DE LA PARALIZACIÓN DE ACTIVIDADES  PARA EFECTOS DE ACCEDER A LAS PRESTACIONES A QUE SE REFIEREN LOS ARTÍCULOS 1 Y 2 DE LA LEY Nº 21.227";"16-MAY-2020";"MINISTERIO DE HACIENDA";"1145403";"0";"https://www.leychile.cl/Navegar?idNorma=1145403&idParte=0"
"Laborales y/o Económicas";"Resolución 1051 EXENTA";"MANTIENE BENEFICIO DE CARGAS FAMILIARES QUE INDICA";"25-ABR-2020";"MINISTERIO DE DEFENSA NACIONAL,  SUBSECRETARÍA PARA LAS FUERZAS ARMADAS,  CAJA DE PREVISIÓN DE LA DEFENSA NACIONAL";"1144622";"0";"https://www.leychile.cl/Navegar?idNorma=1144622&idParte=0"
"Laborales y/o Económicas";"Resolución 43 EXENTA";"EXTRACTO DE RESOLUCIÓN Nº 43 EXENTA  DE 2020";"25-ABR-2020";"MINISTERIO DE HACIENDA,  SERVICIO DE IMPUESTOS INTERNOS,  DIRECCIÓN NACIONAL";"1144625";"0";"https://www.leychile.cl/Navegar?idNorma=1144625&idParte=0"
"Laborales y/o Económicas";"Resolución 968 EXENTA";"AUTORIZA PAGO AUTOMÁTICO DE LA PENSIÓN DE LOS BENEFICIARIOS EN LA CUENTA RUT DEL BANCO DEL ESTADO DE CHILE";"21-ABR-2020";"MINISTERIO DE DEFENSA NACIONAL,  SUBSECRETARÍA PARA LAS FUERZAS ARMADAS,  CAJA DE PREVISIÓN DE LA DEFENSA NACIONAL";"1144480";"0";"https://www.leychile.cl/Navegar?idNorma=1144480&idParte=0"
"Laborales y/o Económicas";"Resolución 40 EXENTA";"APLICACIÓN DE MEDIDAS TRIBUTARIAS";"17-ABR-2020";"MINISTERIO DE HACIENDA,  SERVICIO DE IMPUESTOS INTERNOS,  DIRECCIÓN NACIONAL";"1144401";"0";"https://www.leychile.cl/Navegar?idNorma=1144401&idParte=0"
"Laborales y/o Económicas";"Resolución 41 EXENTA";"APLICACIÓN DE MEDIDAS TRIBUTARIAS";"17-ABR-2020";"MINISTERIO DE HACIENDA,  SERVICIO DE IMPUESTOS INTERNOS,  DIRECCIÓN NACIONAL";"1144402";"0";"https://www.leychile.cl/Navegar?idNorma=1144402&idParte=0"
"Laborales y/o Económicas";"Resolución 258 EXENTA";"DISPONE PRECIOS MÁXIMOS QUE INDICA";"15-ABR-2020";"MINISTERIO DE SALUD,  SUBSECRETARÍA DE SALUD PÚBLICA";"1144267";"0";"https://www.leychile.cl/Navegar?idNorma=1144267&idParte=0"
"Laborales y/o Económicas";"Resolución 88 EXENTA";"SEÑÁLANSE LAS ZONAS O TERRITORIOS AFECTADOS POR ACTO O DECLARACIÓN DE AUTORIDAD Y LAS ACTIVIDADES O ESTABLECIMIENTOS EXCEPTUADOS DE LA PARALIZACIÓN DE ACTIVIDADES  PARA EFECTOS DE ACCEDER A LAS PRESTACIONES A QUE SE REFIEREN LOS ARTÍCULOS 1 Y 2 DE LA LEY N° 21.227";"08-ABR-2020";"MINISTERIO DE HACIENDA";"1144141";"0";"https://www.leychile.cl/Navegar?idNorma=1144141&idParte=0"
"Laborales y/o Económicas";"Resolución 209 EXENTA";"DISPONE PRECIOS MÁXIMOS QUE INDICA";"26-MAR-2020";"MINISTERIO DE SALUD,  SUBSECRETARÍA DE SALUD PÚBLICA";"1143755";"0";"https://www.leychile.cl/Navegar?idNorma=1143755&idParte=0"
"Laborales y/o Económicas";"Circular 38";"LEYES Nº 21.299 Y Nº 21.307  AMBAS DEL AÑO 2021";"17-JUN-2021";"MINISTERIO DE HACIENDA,  SERVICIO DE IMPUESTOS INTERNOS,  DIRECCIÓN NACIONAL";"1161589";"0";"https://www.leychile.cl/Navegar?idNorma=1161589&idParte=0"
"Laborales y/o Económicas";"Circular 11";"NORMAS TRANSITORIAS RÉGIMEN TRIBUTARIO PROPYME";"24-FEB-2021";"MINISTERIO DE HACIENDA,  SERVICIO DE IMPUESTOS INTERNOS,  DIRECCIÓN NACIONAL";"1156247";"0";"https://www.leychile.cl/Navegar?idNorma=1156247&idParte=0"
"Laborales y/o Económicas";"Circular 1";"RETIRO DEL 10% DE LOS FONDOS PREVISIONALES";"18-ENE-2021";"MINISTERIO DE HACIENDA,  SERVICIO DE IMPUESTOS INTERNOS,  DIRECCIÓN NACIONAL";"1154758";"0";"https://www.leychile.cl/Navegar?idNorma=1154758&idParte=0"
